trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.2 0.42 22.0 right 0 28.8012731075 29.2250800133 29.637275219 39.5293741226
2 0.3 0.3 -1 0.3 0.2 4.0 0.6 0.42 22.0 left 1 39.5643441677 39.9883100986 40.4004540443 41.5098190308
3 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.2 0.42 22.0 left 1 41.5428621769 41.9668171406 42.3788740635 43.1933422089
4 0.3 0.3 -1 0.3 0.01 4.0 0.0 0.42 22.0 left 1 43.2267930508 43.6506521702 44.0629410744 45.3367152214
5 0.3 0.3 -1 0.3 0.04472135955 4.0 0.0 0.42 90.0 left 1 45.370028019 45.793859005 46.2060830593 47.3857741356
6 0.3 0.3 -1 0.3 0.01 4.0 0.0 0.42 90.0 right 0 47.4190680981 47.8430490494 48.255133152 49.2109291553
7 0.3 0.3 1 0.3 0.0736806299728 4.0 0.2 0.42 22.0 right 1 49.2443230152 49.6682560444 50.0804040432 51.0365571976
8 0.3 0.3 1 0.3 0.0271441761659 4.0 0.8 0.42 22.0 right 1 51.0696232319 51.4935071468 51.9056510925 52.8028261662
9 0.3 0.3 1 0.3 0.2 4.0 0.2 0.42 22.0 right 1 52.8361091614 53.2600870132 53.6722080708 54.8161501884
10 0.3 0.3 1 0.3 0.2 4.0 0.2 0.42 90.0 right 1 54.8498251438 55.2737770081 55.6858870983 56.6768610477
11 0.3 0.3 -1 0.3 0.01 4.0 0.8 0.42 22.0 right 0 56.7103760242 57.1342141628 57.5464930534 58.5025541782
12 0.3 0.3 1 0.3 0.2 4.0 0.0 0.42 22.0 right 1 58.5355892181 58.9595382214 59.3718221188 60.6927411556
13 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.0 0.42 22.0 left 1 60.7259390354 61.1498160362 61.5620000362 62.4476981163
