trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.8 0.42 90.0 left 1 29.1915340424 29.6156289577 30.027780056 31.2067861557
2 0.3 0.3 1 0.3 0.0164754897244 4.0 0.2 0.42 90.0 right 1 31.2405700684 31.6646101475 32.0767929554 32.9503450394
3 0.3 0.3 1 0.3 0.0164754897244 4.0 0.8 0.42 22.0 right 1 32.9835970402 33.4074780941 33.8196351528 34.7641079426
4 0.3 0.3 1 0.3 0.2 4.0 0.8 0.42 90.0 right 1 34.79717803 35.220870018 35.6332471371 37.083673954
5 0.3 0.3 -1 0.3 0.04472135955 4.0 0.8 0.42 22.0 left 1 37.1169099808 37.540856123 37.9530060291 38.8029580116
6 0.3 0.3 -1 0.3 0.121392446201 4.0 0.0 0.42 22.0 left 1 38.8361580372 39.2601230145 39.6723489761 40.404804945
7 0.3 0.3 1 0.3 0.04472135955 4.0 0.8 0.42 22.0 right 1 40.4377169609 40.8617031574 41.2738511562 42.0531251431
8 0.3 0.3 1 0.3 0.04472135955 4.0 0.2 0.42 90.0 right 1 42.0863599777 42.510379076 42.9224779606 43.9488301277
9 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.2 0.42 90.0 right 0 43.9822881222 44.4062621593 44.8183851242 46.0689499378
10 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.0 0.42 90.0 left 1 46.1021461487 46.5261380672 46.9382240772 48.0354859829
11 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.8 0.42 22.0 left 1 48.0686020851 48.4925739765 48.9046781063 49.6604440212
12 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.8 0.42 90.0 left 1 49.6937811375 50.117702961 50.5298490524 51.2855820656
13 0.3 0.3 1 0.3 0.2 4.0 0.2 0.42 22.0 right 1 51.3188409805 51.7427351475 52.1548991203 52.6404931545
14 0.3 0.3 1 0.3 0.121392446201 4.0 0.2 0.42 90.0 right 1 52.6730599403 53.097025156 53.5092029572 54.2888140678
15 0.3 0.3 1 0.3 0.2 4.0 0.6 0.42 90.0 right 1 54.3216879368 54.7458341122 55.1578700542 56.0430250168
16 0.3 0.3 1 0.3 0.121392446201 4.0 0.0 0.42 90.0 left 0 56.0763599873 56.500328064 56.9124350548 60.4948551655
17 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.0 0.42 22.0 left 1 60.5277559757 60.9517149925 61.3638551235 62.2018930912
18 0.3 0.3 1 0.3 0.01 4.0 0.6 0.42 90.0 left 0 62.2351961136 62.6591689587 63.0713231564 64.2863709927
19 0.3 0.3 -1 0.3 0.04472135955 4.0 0.6 0.42 22.0 left 1 64.3195500374 64.7436110973 65.1556651592 65.9467251301
20 0.3 0.3 1 0.3 0.04472135955 4.0 0.2 0.42 22.0 right 1 65.9800169468 66.4039199352 66.8160669804 67.9134039879
21 0.3 0.3 1 0.3 0.04472135955 4.0 0.6 0.42 90.0 right 1 67.9466230869 68.3705639839 68.7827091217 69.5619571209
