trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 1 0.3 0.121392446201 4.0 0.8 0.42 22.0 right 1 28.3798158169 28.8036468029 29.215708971 29.9939818382
2 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.2 0.42 22.0 left 1 30.0282969475 30.4522168636 30.8645098209 31.6908378601
3 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.2 0.42 90.0 right 0 31.7240920067 32.1479959488 32.560133934 33.7398879528
4 0.3 0.3 1 0.3 0.0736806299728 4.0 0.2 0.42 90.0 right 1 33.7730388641 34.1969439983 34.6091988087 35.494081974
5 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.0 0.42 90.0 right 0 35.5275030136 35.9514980316 36.3636209965 37.6376419067
6 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.0 0.42 22.0 left 1 37.6708469391 38.0947978497 38.5068559647 39.2859230042
7 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.0 0.42 90.0 right 0 39.3194320202 39.7433888912 40.1554319859 40.9580419064
8 0.3 0.3 1 0.3 0.0736806299728 4.0 0.0 0.42 22.0 right 1 40.9916639328 41.415473938 41.8276908398 42.6305639744
9 0.3 0.3 1 0.3 0.01 4.0 0.0 0.42 90.0 right 1 42.6636509895 43.0875058174 43.4997508526 44.5615439415
10 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.2 0.42 90.0 right 0 44.5948889256 45.0188348293 45.4309339523 46.7989249229
11 0.3 0.3 -1 0.3 0.121392446201 4.0 0.6 0.42 22.0 left 1 46.8322179317 47.2562348843 47.6683540344 48.3769409657
12 0.3 0.3 1 0.3 0.2 4.0 0.2 0.42 22.0 right 1 48.4102489948 48.8341529369 49.246327877 49.8730750084
13 0.3 0.3 -1 0.3 0.01 4.0 0.8 0.42 22.0 right 0 49.9057710171 50.3296339512 50.7418270111 51.603621006
14 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.4 0.42 22.0 left 1 51.6367819309 52.0608439445 52.4729719162 53.640542984
15 0.3 0.3 -1 0.3 0.01 4.0 0.4 0.42 22.0 right 0 53.6739609241 54.0979249477 54.5101459026 55.4068508148
16 0.3 0.3 1 0.3 0.04472135955 4.0 0.0 0.42 90.0 right 1 55.4403409958 55.8642380238 56.2764129639 57.0790388584
17 0.3 0.3 -1 0.3 0.01 4.0 0.4 0.42 90.0 right 0 57.1124918461 57.5364768505 57.948554039 58.9753139019
18 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.8 0.42 22.0 left 1 59.0083739758 59.4322969913 59.8445658684 60.647176981
