trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.8 0.42 22.0 left 1 30.9414870739 31.3647792339 31.7768530846 32.8794050217
2 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.8 0.42 22.0 right 0 32.9073371887 33.3312551975 33.7433822155 34.7464120388
3 0.3 0.3 1 0.3 0.0164754897244 4.0 0.6 0.42 90.0 left 0 34.7798321247 35.2037141323 35.6159720421 36.6777591705
4 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.2 0.42 90.0 right 0 36.7109951973 37.1350581646 37.5470941067 38.5265460014
5 0.3 0.3 -1 0.3 0.2 4.0 0.2 0.42 22.0 left 1 38.5599331856 38.983754158 39.3960151672 40.3873472214
6 0.3 0.3 1 0.3 0.0736806299728 4.0 0.0 0.42 90.0 right 1 40.4205451012 40.8444452286 41.2566452026 42.2125542164
7 0.3 0.3 -1 0.3 0.121392446201 4.0 0.8 0.42 90.0 left 1 42.2458400726 42.6698360443 43.0819840431 44.2502200603
8 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.0 0.42 90.0 left 1 44.2831861973 44.7070410252 45.1192932129 46.2283730507
9 0.3 0.3 1 0.3 0.04472135955 4.0 0.4 0.42 90.0 right 1 46.2614250183 46.6853590012 47.0976681709 48.1950321198
10 0.3 0.3 1 0.3 0.0164754897244 4.0 0.4 0.42 22.0 right 1 48.2281110287 48.6520171165 49.0641782284 50.1613440514
11 0.3 0.3 1 0.3 0.2 4.0 0.0 0.42 90.0 right 1 50.1947491169 50.6186480522 51.0308811665 52.422421217
12 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.6 0.42 90.0 left 1 52.4556930065 52.879679203 53.29195714 54.35374403
13 0.3 0.3 1 0.3 0.0736806299728 4.0 0.2 0.42 90.0 right 1 54.3870520592 54.8109872341 55.2231810093 56.2379732132
14 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.8 0.42 90.0 left 1 56.2711901665 56.6951270103 57.1073300838 58.1220541
15 0.3 0.3 -1 0.3 0.04472135955 4.0 0.6 0.42 90.0 right 0 58.1553530693 58.5792660713 58.9915292263 59.9007592201
16 0.3 0.3 -1 0.3 0.04472135955 4.0 0.4 0.42 22.0 left 1 59.9453530312 60.3692750931 60.7814311981 61.7493982315
17 0.3 0.3 1 0.3 0.0736806299728 4.0 0.2 0.42 22.0 right 1 61.7942042351 62.2182052135 62.6302671432 63.645471096
18 0.3 0.3 1 0.3 0.01 4.0 0.6 0.42 22.0 left 0 63.6784300804 64.1024022102 64.5144541264 65.5174791813
19 0.3 0.3 -1 0.3 0.04472135955 4.0 0.0 0.42 90.0 left 1 65.5507800579 65.9746720791 66.3869380951 67.5783622265
20 0.3 0.3 1 0.3 0.2 4.0 0.8 0.42 90.0 right 1 67.611672163 68.0356121063 68.447728157 69.3806052208
21 0.3 0.3 1 0.3 0.0271441761659 4.0 0.2 0.42 90.0 left 0 69.4133291245 69.8373241425 70.2495071888 71.3349621296
22 0.3 0.3 1 0.3 0.121392446201 4.0 0.0 0.42 22.0 right 1 71.3682281971 71.792165041 72.2043030262 73.1369581223
23 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.0 0.42 90.0 left 1 73.1700282097 73.594037056 74.0060780048 75.186011076
24 0.3 0.3 1 0.3 0.0271441761659 4.0 0.2 0.42 22.0 right 1 75.2190690041 75.6430130005 76.0551221371 77.0470812321
25 0.3 0.3 1 0.3 0.04472135955 4.0 0.2 0.42 22.0 right 1 77.0796771049 77.5036561489 77.9158000946 78.9307901859
26 0.3 0.3 1 0.3 0.121392446201 4.0 0.0 0.42 90.0 right 1 78.963917017 79.3879241943 79.8001170158 80.9560601711
27 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.4 0.42 90.0 left 1 80.9894092083 81.4132630825 81.8256142139 82.7932851315
28 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.6 0.42 22.0 left 1 82.8264231682 83.2503740788 83.6626651287 84.6301472187
29 0.3 0.3 -1 0.3 0.2 4.0 0.4 0.42 22.0 left 1 84.6635181904 85.0874660015 85.4995892048 86.8326601982
30 0.3 0.3 -1 0.3 0.01 4.0 0.2 0.42 90.0 right 0 86.865748167 87.2896921635 87.7017052174 88.7638862133
31 0.3 0.3 -1 0.3 0.121392446201 4.0 0.8 0.42 22.0 left 1 88.7969031334 89.2208511829 89.632994175 90.6715490818
32 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.6 0.42 90.0 left 1 90.7048220634 91.1286950111 91.5409090519 92.8382821083
33 0.3 0.3 1 0.3 0.0736806299728 4.0 0.4 0.42 90.0 right 1 92.8715240955 93.2953660488 93.7075510025 94.6872801781
34 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.4 0.42 90.0 left 1 94.7203481197 95.1443221569 95.5564661026 96.7006452084
35 0.3 0.3 1 0.3 0.2 4.0 0.6 0.42 22.0 right 1 96.7340152264 97.1580741405 97.5701441765 98.8206272125
36 0.3 0.3 1 0.3 0.0164754897244 4.0 0.8 0.42 90.0 left 0 98.8537490368 99.2777581215 99.6899302006 100.79916501
37 0.3 0.3 1 0.3 0.0164754897244 4.0 0.2 0.42 22.0 right 1 100.832171202 101.256106138 101.668398142 102.718243122
38 0.3 0.3 1 0.3 0.121392446201 4.0 0.6 0.42 90.0 right 1 102.751802206 103.175630093 103.587765217 104.72044301
39 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.2 0.42 90.0 left 1 104.753664017 105.177595139 105.589715004 106.546144009
40 0.3 0.3 -1 0.3 0.01 4.0 0.6 0.42 22.0 right 0 106.578864098 107.002916098 107.415087223 108.406407118
41 0.3 0.3 1 0.3 0.01 4.0 0.4 0.42 90.0 left 0 108.439489126 108.863530159 109.275687218 110.396256208
42 0.3 0.3 1 0.3 0.0271441761659 4.0 0.8 0.42 90.0 right 1 110.42980504 110.853726149 111.26594615 112.375191212
43 0.3 0.3 -1 0.3 0.2 4.0 0.6 0.42 90.0 left 1 112.408128023 112.832077026 113.244194031 114.412151098
44 0.3 0.3 1 0.3 0.01 4.0 0.8 0.42 90.0 right 1 114.445379019 114.869311094 115.281564236 116.237346172
45 0.3 0.3 -1 0.3 0.121392446201 4.0 0.0 0.42 90.0 left 1 116.270704031 116.694638014 117.106773138 118.180406094
46 0.3 0.3 -1 0.3 0.2 4.0 0.0 0.42 22.0 left 1 118.213851213 118.637848139 119.049978018 120.1708951
47 0.3 0.3 1 0.3 0.2 4.0 0.8 0.42 22.0 right 1 120.203879118 120.627885103 121.040061235 121.937495232
48 0.3 0.3 -1 0.3 0.2 4.0 0.8 0.42 22.0 left 1 121.97045517 122.394319057 122.806482077 123.727109194
49 0.3 0.3 1 0.3 0.01 4.0 0.2 0.42 22.0 right 1 123.760311127 124.184342146 124.596503019 125.64655304
50 0.3 0.3 -1 0.3 0.01 4.0 0.0 0.42 22.0 left 1 125.679935217 126.103789091 126.515902042 127.413277149
