Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   0.9   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
2   0.983333   4   0   0.01   0.42   1   1   4   0.308333   right   1   
3   0.933333   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
4   1.16667   4   216   0.01648   0.42   1   1   4   0.3   left   0   
5   1.26667   4   144   0.04472   0.42   1   1   4   0.3   right   1   
6   1.41667   1   288   0.01   0.42   -1   1   4   0.308333   left   1   
7   1.41667   1   216   0.01648   0.42   -1   1   4   0.3   left   1   
8   0.883333   1   144   0.04472   0.42   1   1   4   0.3   right   1   
9   1.0   1   144   0.2   0.42   1   1   4   0.3   right   1   
10   0.883333   4   72   0.07368   0.42   -1   1   4   0.3   left   1   
11   0.933333   1   72   0.04472   0.42   -1   1   4   0.3   left   1   
12   0.816667   1   72   0.07368   0.42   1   1   4   0.3   right   1   
13   0.866666   4   288   0.01648   0.42   1   1   4   0.3   left   0   
14   1.01667   1   72   0.2   0.42   -1   1   4   0.3   left   1   
15   1.61667   1   0   0.01648   0.42   -1   1   4   0.3   left   1   
16   0.883333   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
17   2.0   4   72   0.01648   0.42   -1   1   4   0.3   right   0   
18   1.98333   4   288   0.04472   0.42   -1   1   4   0.3   left   1   
19   0.966666   1   72   0.2   0.42   1   1   4   0.3   right   1   
20   1.43333   4   288   0.01   0.42   -1   1   4   0.308333   left   1   
21   1.15   4   288   0.07368   0.42   1   1   4   0.3   right   1   
22   1.41667   4   216   0.027144   0.42   -1   1   4   0.3   left   1   
23   0.983333   4   72   0.07368   0.42   1   1   4   0.3   right   1   
24   0.933333   4   72   0.01   0.42   -1   1   4   0.308333   left   1   
25   0.833333   4   72   0.12139   0.42   1   1   4   0.3   right   1   
26   1.73333   4   72   0.01648   0.42   1   1   4   0.3   left   0   
27   1.21667   1   144   0.01648   0.42   1   1   4   0.3   left   0   
28   1.78333   1   72   0.01   0.42   -1   1   4   0.308333   right   0   
29   1.8   1   72   0.027144   0.42   -1   1   4   0.3   right   0   
30   1.25   1   288   0.027144   0.42   1   1   4   0.3   left   0   
31   0.933333   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
32   0.983333   1   288   0.04472   0.42   1   1   4   0.3   right   1   
33   0.883333   1   0   0.07368   0.42   1   1   4   0.3   right   1   
34   1.18333   4   288   0.027144   0.42   -1   1   4   0.3   right   0   
35   1.16667   1   72   0.027144   0.42   1   1   4   0.3   right   1   
36   0.85   1   216   0.12139   0.42   1   1   4   0.3   right   1   
37   0.866666   4   288   0.2   0.42   1   1   4   0.3   right   1   
38   0.883333   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
39   0.95   4   0   0.01648   0.42   -1   1   4   0.3   right   0   
40   0.85   4   72   0.2   0.42   -1   1   4   0.3   left   1   
41   0.9   4   216   0.01648   0.42   -1   1   4   0.3   left   1   
42   0.85   4   72   0.2   0.42   1   1   4   0.3   right   1   
43   0.933333   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
44   2.61666   1   144   0.2   0.42   -1   1   4   0.3   left   1   
45   0.783333   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
46   1.95   4   216   0.04472   0.42   1   1   4   0.3   left   0   
47   2.01667   4   72   0.027144   0.42   -1   1   4   0.3   left   1   
48   1.1   1   0   0.027144   0.42   1   1   4   0.3   left   0   
49   0.966666   4   216   0.07368   0.42   -1   1   4   0.3   left   1   
50   0.783333   1   216   0.04472   0.42   1   1   4   0.3   right   1   
51   0.883333   4   216   0.07368   0.42   1   1   4   0.3   right   1   
