trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 1 0.3 0.01 4.0 0.6 0.42 90.0 right 1 28.8615322113 29.2832951546 29.69551301 32.3230760098
2 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.8 0.42 90.0 right 0 32.3569710255 32.7809700966 33.1933040619 34.125991106
3 0.3 0.3 -1 0.3 0.121392446201 4.0 0.6 0.42 22.0 left 1 34.1587500572 34.582775116 34.995002985 35.892209053
4 0.3 0.3 1 0.3 0.0736806299728 4.0 0.6 0.42 22.0 right 1 35.9252769947 36.3492159843 36.7614760399 37.6348211765
5 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.4 0.42 22.0 right 0 37.6682510376 38.0921630859 38.504404068 39.5428230762
6 0.3 0.3 1 0.3 0.04472135955 4.0 0.4 0.42 22.0 right 1 39.5760810375 40.000136137 40.4122300148 41.3797471523
7 0.3 0.3 -1 0.3 0.01 4.0 0.4 0.42 22.0 right 0 41.4132120609 41.8372220993 42.2494571209 43.2174561024
8 0.3 0.3 1 0.3 0.04472135955 4.0 0.6 0.42 22.0 right 1 43.2502911091 43.6743950844 44.0864460468 44.9952511787
9 0.3 0.3 1 0.3 0.2 4.0 0.6 0.42 22.0 left 0 45.0285630226 45.4524769783 45.864729166 46.8441431522
10 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.0 0.42 90.0 right 0 46.8774211407 47.3014559746 47.7136301994 48.7169680595
11 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.4 0.42 22.0 right 0 48.7498910427 49.1739270687 49.5860610008 51.5314381123
12 0.3 0.3 1 0.3 0.0736806299728 4.0 0.4 0.42 22.0 right 1 51.5763010979 52.0003039837 52.4124650955 53.3685820103
13 0.3 0.3 -1 0.3 0.01 4.0 0.4 0.42 90.0 right 0 53.4016711712 53.8256821632 54.2377650738 55.4528651237
14 0.3 0.3 -1 0.3 0.121392446201 4.0 0.0 0.42 90.0 left 1 55.4861650467 55.9101970196 56.3223001957 57.1956551075
15 0.3 0.3 -1 0.3 0.04472135955 4.0 0.6 0.42 22.0 right 0 57.2289850712 57.6531569958 58.0653750896 59.0212371349
16 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.6 0.42 90.0 right 0 59.0544450283 59.4784669876 59.8905529976 59.8936240673
17 0.3 0.3 1 0.3 0.2 4.0 0.0 0.42 90.0 left 0 59.9260251522 60.349902153 60.7621321678 62.2245690823
18 0.3 0.3 1 0.3 0.04472135955 4.0 0.0 0.42 22.0 right 1 62.257666111 62.6816461086 63.0937020779 64.1203861237
19 0.3 0.3 1 0.3 0.01 4.0 0.8 0.42 90.0 right 1 64.1536312103 64.5776410103 64.989782095 66.0165281296
20 0.3 0.3 1 0.3 0.121392446201 4.0 0.8 0.42 22.0 right 1 66.0497550964 66.4737110138 66.8858091831 68.1831851006
21 0.3 0.3 1 0.3 0.0164754897244 4.0 0.8 0.42 22.0 right 1 68.2166051865 68.6405730247 69.052685976 70.0794081688
22 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.8 0.42 22.0 left 1 70.1126852036 70.5365200043 70.948674202 71.9992129803
23 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.8 0.42 22.0 left 1 72.0322639942 72.4561021328 72.8683400154 74.059967041
24 0.3 0.3 -1 0.3 0.01 4.0 0.6 0.42 90.0 right 0 74.0930950642 74.5170071125 74.9293119907 75.9563322067
25 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.2 0.42 90.0 right 0 75.9891281128 76.4130821228 76.8252801895 77.8166480064
26 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.6 0.42 22.0 right 0 77.849845171 78.2737782001 78.6859471798 79.6891109943
27 0.3 0.3 1 0.3 0.0736806299728 4.0 0.0 0.42 90.0 left 0 79.7222921848 80.1463091373 80.5584540367 81.5027601719
28 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.6 0.42 22.0 left 1 81.5358171463 81.9597861767 82.372025013 83.3398401737
29 0.3 0.3 -1 0.3 0.121392446201 4.0 0.2 0.42 90.0 right 0 83.3729991913 83.7969801426 84.2091300488 85.1886889935
30 0.3 0.3 -1 0.3 0.2 4.0 0.4 0.42 22.0 left 1 85.2218492031 85.6459159851 86.0580279827 87.0141761303
31 0.3 0.3 1 0.3 0.0271441761659 4.0 0.8 0.42 90.0 left 0 87.0473470688 87.4713160992 87.8834700584 89.2869939804
32 0.3 0.3 -1 0.3 0.121392446201 4.0 0.4 0.42 90.0 right 0 89.3201220036 89.744161129 90.1563119888 91.0887651443
33 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.4 0.42 90.0 right 0 91.1219041348 91.5459671021 91.958204031 92.9260749817
34 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.6 0.42 22.0 left 1 92.9590251446 93.3830502033 93.795263052 94.7040970325
