Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   0.883333   4   216   0.01   0.42   -1   1   4   0.308333   left   1   
2   1.25   4   288   0.01648   0.42   1   1   4   0.3   left   0   
3   0.95   4   144   0.07368   0.42   1   1   4   0.3   right   1   
4   0.983333   4   72   0.2   0.42   -1   1   4   0.3   left   1   
5   0.933333   4   0   0.01   0.42   -1   1   4   0.308333   right   0   
6   0.95   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
7   0.916666   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
8   0.783333   1   72   0.07368   0.42   1   1   4   0.3   right   1   
9   0.95   4   72   0.2   0.42   1   1   4   0.3   right   1   
10   0.866666   4   216   0.07368   0.42   1   1   4   0.3   right   1   
11   0.883333   4   288   0.01   0.42   -1   1   4   0.308333   left   1   
12   0.816667   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
13   0.783333   4   72   0.027144   0.42   1   1   4   0.3   right   1   
14   0.883333   4   216   0.01   0.42   1   1   4   0.308333   right   1   
15   0.9   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
16   1.36667   1   0   0.027144   0.42   -1   1   4   0.3   right   0   
17   0.916666   4   0   0.01   0.42   1   1   4   0.308333   right   1   
18   1.0   4   288   0.04472   0.42   1   1   4   0.3   right   1   
19   0.883333   1   144   0.2   0.42   -1   1   4   0.3   left   1   
20   0.85   1   72   0.04472   0.42   1   1   4   0.3   right   1   
21   0.983333   1   0   0.2   0.42   1   1   4   0.3   right   1   
22   1.05   1   0   0.01648   0.42   1   1   4   0.3   left   0   
23   0.9   1   216   0.01648   0.42   1   1   4   0.3   right   1   
24   1.31667   4   288   0.01648   0.42   -1   1   4   0.3   left   1   
25   0.983333   4   0   0.04472   0.42   -1   1   4   0.3   right   0   
26   0.816667   1   288   0.04472   0.42   1   1   4   0.3   right   1   
27   0.9   4   288   0.01   0.42   1   1   4   0.308333   right   1   
28   1.16667   1   0   0.2   0.42   -1   1   4   0.3   left   1   
29   1.25   1   216   0.2   0.42   -1   1   4   0.3   left   1   
30   1.85   4   216   0.01648   0.42   -1   1   4   0.3   right   0   
31   0.9   4   72   0.12139   0.42   1   1   4   0.3   right   1   
32   0.983333   4   216   0.01648   0.42   1   1   4   0.3   right   1   
33   0.95   4   144   0.01648   0.42   1   1   4   0.3   right   1   
34   1.35   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
35   1.18333   1   288   0.2   0.42   1   1   4   0.3   right   1   
36   1.43333   1   72   0.027144   0.42   -1   1   4   0.3   left   1   
37   1.3   4   216   0.04472   0.42   -1   1   4   0.3   left   1   
38   1.03333   1   0   0.027144   0.42   1   1   4   0.3   right   1   
39   0.95   4   72   0.027144   0.42   -1   1   4   0.3   left   1   
40   0.866666   1   144   0.04472   0.42   1   1   4   0.3   right   1   
41   1.61667   4   216   0.12139   0.42   1   1   4   0.3   right   1   
42   1.28333   4   288   0.027144   0.42   1   1   4   0.3   right   1   
43   0.983333   1   144   0.01648   0.42   -1   1   4   0.3   right   0   
44   1.21667   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
45   1.08333   4   144   0.07368   0.42   -1   1   4   0.3   left   1   
46   1.03333   1   0   0.04472   0.42   -1   1   4   0.3   left   1   
47   1.38333   1   72   0.2   0.42   -1   1   4   0.3   left   1   
48   0.966666   4   0   0.04472   0.42   1   1   4   0.3   right   1   
49   1.26667   4   144   0.04472   0.42   -1   1   4   0.3   right   0   
50   2.13333   1   288   0.027144   0.42   -1   1   4   0.3   left   1   
51   1.03333   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
52   1.01667   4   72   0.01648   0.42   -1   1   4   0.3   right   0   
53   1.28333   1   72   0.12139   0.42   -1   1   4   0.3   left   1   
54   0.9   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
55   1.18333   4   0   0.2   0.42   1   1   4   0.3   right   1   
56   1.3   4   216   0.2   0.42   -1   1   4   0.3   left   1   
57   1.08333   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
58   1.46667   4   144   0.01648   0.42   -1   1   4   0.3   right   0   
59   1.33333   4   0   0.12139   0.42   1   1   4   0.3   right   1   
60   0.966666   4   0   0.07368   0.42   1   1   4   0.3   right   1   
61   1.08333   1   288   0.01648   0.42   1   1   4   0.3   right   1   
62   1.45   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
63   1.31667   1   216   0.07368   0.42   1   1   4   0.3   right   1   
64   1.23333   4   288   0.07368   0.42   1   1   4   0.3   right   1   
65   2.1   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
66   1.0   4   0   0.027144   0.42   -1   1   4   0.3   right   0   
67   1.03333   1   288   0.07368   0.42   1   1   4   0.3   right   1   
68   1.3   1   144   0.12139   0.42   -1   1   4   0.3   left   1   
69   1.51667   4   72   0.04472   0.42   -1   1   4   0.3   right   0   
70   0.95   1   0   0.01648   0.42   -1   1   4   0.3   right   0   
71   1.06667   4   0   0.027144   0.42   1   1   4   0.3   right   1   
72   1.21667   1   288   0.12139   0.42   1   1   4   0.3   right   1   
73   1.13333   1   288   0.12139   0.42   -1   1   4   0.3   left   1   
74   0.966666   1   216   0.027144   0.42   1   1   4   0.3   right   1   
