trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.4 0.42 90.0 right 0 30.822234869 31.2461080551 31.6583139896 36.6228239536
2 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.6 0.42 22.0 left 1 36.6512970924 37.075314045 37.4874420166 38.5731339455
3 0.3 0.3 -1 0.3 0.04472135955 4.0 0.2 0.42 90.0 right 0 38.6178729534 39.0418610573 39.4540789127 41.1520149708
4 0.3 0.3 1 0.3 0.04472135955 4.0 0.0 0.42 22.0 right 1 41.1850578785 41.6091589928 42.0213069916 42.9417209625
5 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.2 0.42 90.0 left 1 42.9751698971 43.3990130424 43.8113429546 44.9673969746
6 0.3 0.3 1 0.3 0.01 4.0 0.6 0.42 22.0 right 1 45.0005500317 45.4245200157 45.8366479874 46.9339199066
7 0.3 0.3 1 0.3 0.0736806299728 4.0 0.6 0.42 90.0 right 1 46.9671599865 47.3911468983 47.8035778999 48.6417388916
8 0.3 0.3 1 0.3 0.01 4.0 0.4 0.42 22.0 right 1 48.6746449471 49.0986430645 49.5108630657 51.856333971
9 0.3 0.3 1 0.3 0.0271441761659 4.0 0.4 0.42 90.0 right 1 51.8895568848 52.3134119511 52.7257289886 53.787635088
10 0.3 0.3 -1 0.3 0.01 4.0 0.0 0.42 90.0 right 0 53.8207819462 54.2447059155 54.6568880081 55.6010348797
11 0.3 0.3 1 0.3 0.01 4.0 0.4 0.42 90.0 left 0 55.6344020367 56.0582039356 56.4704918861 57.3442420959
12 0.3 0.3 1 0.3 0.121392446201 4.0 0.8 0.42 90.0 right 1 57.3772599697 57.8011200428 58.2132918835 59.1339659691
13 0.3 0.3 -1 0.3 0.01 4.0 0.0 0.42 22.0 left 1 59.167249918 59.5910770893 60.0032410622 61.2770140171
14 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.0 0.42 90.0 right 0 61.3103580475 61.7343189716 62.1464569569 63.1027050018
15 0.3 0.3 1 0.3 0.0164754897244 4.0 0.2 0.42 90.0 right 1 63.1357030869 63.5596270561 63.9717960358 64.8454771042
16 0.3 0.3 1 0.3 0.0271441761659 4.0 0.6 0.42 90.0 right 1 64.8785829544 65.3025429249 65.7146420479 66.5528159142
17 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.6 0.42 90.0 left 1 66.5860950947 67.0100259781 67.4222290516 68.3780338764
18 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.8 0.42 90.0 right 0 68.4113759995 68.8352599144 69.2474560738 70.1680998802
19 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.2 0.42 90.0 left 1 70.2012679577 70.6253159046 71.0374779701 71.8756699562
20 0.3 0.3 1 0.3 0.0271441761659 4.0 0.0 0.42 90.0 right 1 71.9088850021 72.3328220844 72.7449939251 73.5713920593
21 0.3 0.3 1 0.3 0.04472135955 4.0 0.4 0.42 22.0 right 1 73.6046550274 74.0285060406 74.4407629967 75.5024318695
22 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.4 0.42 90.0 left 1 75.5360119343 75.959831953 76.3719558716 77.3042070866
