Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   0.833333   1   144   0.2   0.42   1   1   4   0.3   right   1   
2   0.933333   4   144   0.027144   0.42   1   1   4   0.3   right   1   
3   0.866666   1   288   0.027144   0.42   -1   1   4   0.3   right   0   
4   0.916666   4   0   0.01648   0.42   1   1   4   0.3   right   1   
5   0.783333   4   0   0.2   0.42   -1   1   4   0.3   left   1   
6   0.716667   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
7   1.01667   4   288   0.027144   0.42   1   1   4   0.3   right   1   
8   0.716667   4   144   0.12139   0.42   1   1   4   0.3   right   1   
9   0.733333   1   72   0.12139   0.42   1   1   4   0.3   right   1   
10   1.11667   1   216   0.01   0.42   -1   1   4   0.308333   right   0   
11   0.8   4   216   0.07368   0.42   1   1   4   0.3   right   1   
12   0.816667   1   72   0.01648   0.42   1   1   4   0.3   right   1   
13   0.733333   1   144   0.04472   0.42   1   1   4   0.3   right   1   
14   1.33333   4   144   0.01648   0.42   1   1   4   0.3   left   0   
15   1.06667   1   0   0.01648   0.42   1   1   4   0.3   left   0   
16   0.933333   1   216   0.01   0.42   1   1   4   0.308333   left   0   
17   0.9   4   288   0.01   0.42   -1   1   4   0.308333   right   0   
18   0.8   4   144   0.01   0.42   1   1   4   0.308333   right   1   
19   0.733333   4   72   0.027144   0.42   1   1   4   0.3   right   1   
20   0.916666   1   0   0.01   0.42   -1   1   4   0.308333   right   0   
21   0.683333   1   144   0.2   0.42   -1   1   4   0.3   left   1   
22   0.783333   1   72   0.12139   0.42   -1   1   4   0.3   left   1   
23   0.933333   1   72   0.01648   0.42   -1   1   4   0.3   left   1   
24   0.65   4   72   0.2   0.42   -1   1   4   0.3   left   1   
25   1.01667   1   0   0.01   0.42   1   1   4   0.308333   right   1   
26   0.8   1   144   0.027144   0.42   1   1   4   0.3   right   1   
27   0.65   4   144   0.2   0.42   -1   1   4   0.3   left   1   
28   0.683333   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
29   0.716667   4   144   0.04472   0.42   1   1   4   0.3   right   1   
30   0.7   4   144   0.07368   0.42   1   1   4   0.3   right   1   
31   0.566667   4   144   0.2   0.42   1   1   4   0.3   right   1   
32   0.75   1   216   0.12139   0.42   1   1   4   0.3   right   1   
33   0.583333   4   72   0.2   0.42   1   1   4   0.3   right   1   
34   0.766667   4   216   0.01   0.42   1   1   4   0.308333   right   1   
35   0.666667   4   72   0.07368   0.42   1   1   4   0.3   right   1   
36   0.883333   1   144   0.01   0.42   -1   1   4   0.308333   right   0   
37   0.833333   4   216   0.027144   0.42   -1   1   4   0.3   right   0   
38   0.7   1   72   0.2   0.42   1   1   4   0.3   right   1   
39   0.8   1   0   0.027144   0.42   1   1   4   0.3   right   1   
40   0.783333   1   72   0.01   0.42   -1   1   4   0.308333   right   0   
41   0.916666   1   0   0.12139   0.42   1   1   4   0.3   right   1   
42   0.783333   4   72   0.04472   0.42   1   1   4   0.3   right   1   
43   0.733333   1   288   0.01648   0.42   1   1   4   0.3   right   1   
44   0.666667   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
45   0.7   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
46   0.716667   1   0   0.04472   0.42   -1   1   4   0.3   left   1   
47   0.65   1   144   0.12139   0.42   -1   1   4   0.3   left   1   
48   0.716667   1   144   0.12139   0.42   1   1   4   0.3   right   1   
49   0.9   4   288   0.027144   0.42   -1   1   4   0.3   right   0   
50   0.583333   4   0   0.2   0.42   1   1   4   0.3   right   1   
51   0.8   1   288   0.027144   0.42   1   1   4   0.3   right   1   
52   0.766667   1   0   0.027144   0.42   -1   1   4   0.3   left   1   
53   0.816667   4   216   0.027144   0.42   1   1   4   0.3   right   1   
54   0.85   1   144   0.027144   0.42   -1   1   4   0.3   left   1   
55   1.1   1   216   0.01648   0.42   -1   1   4   0.3   left   1   
56   0.733333   1   216   0.07368   0.42   1   1   4   0.3   right   1   
57   0.816667   4   216   0.01   0.42   -1   1   4   0.308333   right   0   
58   0.833333   4   0   0.01   0.42   -1   1   4   0.308333   right   0   
59   0.816667   4   288   0.01   0.42   1   1   4   0.308333   right   1   
60   0.783333   4   144   0.01   0.42   -1   1   4   0.308333   right   0   
61   0.9   1   216   0.027144   0.42   -1   1   4   0.3   right   0   
62   0.833333   4   0   0.12139   0.42   1   1   4   0.3   right   1   
63   0.65   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
64   0.766667   4   288   0.07368   0.42   1   1   4   0.3   right   1   
65   0.833333   1   216   0.04472   0.42   1   1   4   0.3   right   1   
66   0.8   1   144   0.01648   0.42   -1   1   4   0.3   right   0   
67   0.916666   1   144   0.01648   0.42   1   1   4   0.3   right   1   
68   0.6   4   216   0.12139   0.42   -1   1   4   0.3   left   1   
69   0.766667   1   0   0.07368   0.42   1   1   4   0.3   right   1   
70   0.766667   1   72   0.04472   0.42   1   1   4   0.3   right   1   
71   0.85   4   72   0.01   0.42   -1   1   4   0.308333   right   0   
72   0.716667   1   288   0.2   0.42   -1   1   4   0.3   left   1   
73   0.85   4   0   0.027144   0.42   1   1   4   0.3   right   1   
74   0.766667   1   288   0.04472   0.42   1   1   4   0.3   right   1   
75   0.866666   4   216   0.12139   0.42   1   1   4   0.3   right   1   
76   0.933333   1   72   0.01   0.42   1   1   4   0.308333   right   1   
77   0.95   4   144   0.01648   0.42   -1   1   4   0.3   right   0   
78   0.783333   1   72   0.07368   0.42   1   1   4   0.3   right   1   
79   0.783333   1   0   0.04472   0.42   1   1   4   0.3   right   1   
80   0.55   4   216   0.2   0.42   -1   1   4   0.3   left   1   
81   0.616667   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
82   1.2   4   216   0.01648   0.42   -1   1   4   0.3   right   0   
83   0.95   4   144   0.04472   0.42   -1   1   4   0.3   left   1   
84   0.8   4   0   0.01   0.42   1   1   4   0.308333   left   0   
85   0.75   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
86   1.13333   1   216   0.01648   0.42   1   1   4   0.3   right   1   
87   0.733333   4   0   0.027144   0.42   -1   1   4   0.3   left   1   
88   0.766667   4   72   0.01   0.42   1   1   4   0.308333   left   0   
89   0.733333   4   0   0.04472   0.42   -1   1   4   0.3   left   1   
90   0.75   4   288   0.01648   0.42   1   1   4   0.3   left   0   
91   0.733333   1   72   0.04472   0.42   -1   1   4   0.3   left   1   
92   0.783333   4   288   0.2   0.42   -1   1   4   0.3   left   1   
93   0.75   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
94   0.616667   4   288   0.2   0.42   1   1   4   0.3   right   1   
95   0.783333   4   0   0.07368   0.42   1   1   4   0.3   right   1   
96   0.666667   1   288   0.2   0.42   1   1   4   0.3   right   1   
97   0.883333   1   288   0.01648   0.42   -1   1   4   0.3   right   0   
98   0.733333   4   216   0.04472   0.42   -1   1   4   0.3   left   1   
99   0.883333   1   72   0.027144   0.42   1   1   4   0.3   right   1   
100   0.75   4   288   0.01648   0.42   -1   1   4   0.3   left   1   
101   0.683333   4   72   0.12139   0.42   1   1   4   0.3   right   1   
102   0.7   1   216   0.2   0.42   1   1   4   0.3   right   1   
103   0.916666   4   72   0.027144   0.42   -1   1   4   0.3   right   0   
104   0.9   4   0   0.01648   0.42   -1   1   4   0.3   right   0   
105   0.883333   1   144   0.01   0.42   1   1   4   0.308333   right   1   
106   0.766667   4   144   0.027144   0.42   -1   1   4   0.3   right   0   
107   0.766667   1   0   0.12139   0.42   -1   1   4   0.3   left   1   
108   0.683333   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
109   0.683333   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
110   0.683333   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
111   0.8   1   288   0.07368   0.42   1   1   4   0.3   right   1   
112   0.633333   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
113   0.783333   1   0   0.07368   0.42   -1   1   4   0.3   left   1   
114   0.716667   1   144   0.07368   0.42   -1   1   4   0.3   left   1   
115   0.916666   1   288   0.01   0.42   1   1   4   0.308333   right   1   
116   0.766667   1   144   0.07368   0.42   1   1   4   0.3   right   1   
