trial durationPreFixation durationFixation direction durationGrating duration speed phaseIni contrast size response correct time_onset time_fixation time_stimulus time_response
1 0.3 0.3 1 0.3 0.2 4.0 0.2 0.42 90.0 right 1 28.1657309532 28.5881791115 29.0003051758 30.1205251217
2 0.3 0.3 -1 0.3 0.0271441761659 4.0 0.0 0.42 22.0 left 1 30.1544110775 30.5782761574 30.9904899597 31.8759059906
3 0.3 0.3 1 0.3 0.2 4.0 0.4 0.42 90.0 right 1 31.9090850353 32.3330001831 32.7451920509 33.1719789505
4 0.3 0.3 1 0.3 0.0164754897244 4.0 0.0 0.42 22.0 right 1 33.2044670582 33.6283740997 34.040514946 35.1494281292
5 0.3 0.3 -1 0.3 0.2 4.0 0.8 0.42 90.0 left 1 35.1827390194 35.6067590714 36.0188319683 36.4457731247
6 0.3 0.3 1 0.3 0.0736806299728 4.0 0.6 0.42 22.0 right 1 36.478151083 36.9022040367 37.3142199516 38.0228130817
7 0.3 0.3 1 0.3 0.04472135955 4.0 0.2 0.42 22.0 right 1 38.0561270714 38.4801781178 38.8922641277 39.6245241165
8 0.3 0.3 -1 0.3 0.0736806299728 4.0 0.6 0.42 90.0 left 1 39.6576700211 40.0816190243 40.493735075 41.1907510757
9 0.3 0.3 1 0.3 0.0164754897244 4.0 0.0 0.42 90.0 left 0 41.2238550186 41.6478390694 42.0600280762 42.862967968
10 0.3 0.3 -1 0.3 0.0164754897244 4.0 0.8 0.42 90.0 left 1 42.8962039948 43.3200910091 43.7321350574 44.5820000172
11 0.3 0.3 -1 0.3 0.2 4.0 0.8 0.42 22.0 right 0 44.6153600216 45.0393300056 45.4514501095 46.0081169605
12 0.3 0.3 -1 0.3 0.2 4.0 0.4 0.42 22.0 left 1 46.0402910709 46.4641690254 46.8763740063 46.054156065
13 0.3 0.3 -1 0.3 0.2 4.0 0.6 0.42 90.0 left 1 46.9118070602 47.3355891705 47.7478339672 48.2924380302
14 0.3 0.3 1 0.3 0.0736806299728 4.0 0.4 0.42 90.0 right 1 48.3248319626 48.7487871647 49.1609959602 49.8460190296
