Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   1.36667   1   216   0.027144   0.42   -1   1   4   0.3   left   1   
2   0.833333   1   288   0.04472   0.42   1   1   4   0.3   right   1   
3   0.95   4   144   0.04472   0.42   1   1   4   0.3   right   1   
4   0.65   4   216   0.027144   0.42   1   1   4   0.3   left   0   
5   0.75   1   0   0.07368   0.42   -1   1   4   0.3   left   1   
6   0.683333   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
7   0.75   1   288   0.01   0.42   -1   1   4   0.308333   right   0   
8   0.766667   4   0   0.027144   0.42   1   1   4   0.3   left   0   
9   0.75   4   144   0.01   0.42   -1   1   4   0.308333   left   1   
10   0.716667   4   0   0.01   0.42   -1   1   4   0.308333   right   0   
11   0.75   1   72   0.07368   0.42   1   1   4   0.3   right   1   
12   0.75   4   288   0.2   0.42   -1   1   4   0.3   left   1   
13   0.766667   1   216   0.01648   0.42   1   1   4   0.3   right   1   
14   0.883333   4   216   0.2   0.42   1   1   4   0.3   left   0   
15   0.833333   4   144   0.027144   0.42   1   1   4   0.3   left   0   
16   0.733333   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
17   0.733333   1   288   0.12139   0.42   -1   1   4   0.3   left   1   
18   0.9   4   288   0.027144   0.42   -1   1   4   0.3   right   0   
19   0.966666   4   72   0.04472   0.42   1   1   4   0.3   right   1   
20   0.816667   4   0   0.2   0.42   1   1   4   0.3   right   1   
21   0.7   4   288   0.2   0.42   1   1   4   0.3   left   0   
22   0.716667   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
23   0.983333   4   0   0.01648   0.42   1   1   4   0.3   left   0   
24   0.766667   1   144   0.07368   0.42   1   1   4   0.3   right   1   
25   0.666667   1   72   0.12139   0.42   -1   1   4   0.3   left   1   
26   0.8   1   72   0.01   0.42   1   1   4   0.308333   right   1   
27   0.816667   1   144   0.01   0.42   -1   1   4   0.308333   left   1   
28   0.766667   4   216   0.01   0.42   1   1   4   0.308333   left   0   
29   0.7   1   216   0.04472   0.42   -1   1   4   0.3   right   0   
30   0.716667   4   288   0.01648   0.42   -1   1   4   0.3   left   1   
31   0.683333   4   0   0.01648   0.42   -1   1   4   0.3   right   0   
32   0.683333   1   0   0.027144   0.42   1   1   4   0.3   left   0   
33   1.4   1   288   0.04472   0.42   -1   1   4   0.3   right   0   
34   0.75   1   72   0.2   0.42   -1   1   4   0.3   left   1   
35   0.716667   4   0   0.027144   0.42   -1   1   4   0.3   right   0   
36   0.65   4   216   0.12139   0.42   -1   1   4   0.3   left   1   
37   0.816667   4   72   0.07368   0.42   -1   1   4   0.3   left   1   
38   0.7   1   72   0.04472   0.42   -1   1   4   0.3   left   1   
39   0.7   1   216   0.2   0.42   -1   1   4   0.3   left   1   
40   0.683333   4   144   0.2   0.42   -1   1   4   0.3   left   1   
41   0.8   1   0   0.01   0.42   -1   1   4   0.308333   right   0   
42   0.85   4   72   0.2   0.42   1   1   4   0.3   left   0   
43   0.766667   1   216   0.01648   0.42   -1   1   4   0.3   left   1   
44   0.766667   1   144   0.027144   0.42   -1   1   4   0.3   left   1   
45   0.75   1   288   0.01648   0.42   1   1   4   0.3   left   0   
46   0.7   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
47   0.916666   4   216   0.01   0.42   -1   1   4   0.308333   left   1   
48   0.95   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
49   0.883333   4   144   0.04472   0.42   -1   1   4   0.3   right   0   
50   0.8   4   216   0.01648   0.42   1   1   4   0.3   right   1   
51   0.783333   1   0   0.027144   0.42   -1   1   4   0.3   right   0   
52   0.916666   1   288   0.01648   0.42   -1   1   4   0.3   right   0   
53   0.85   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
54   0.783333   4   288   0.07368   0.42   1   1   4   0.3   left   0   
55   1.18333   1   72   0.01648   0.42   -1   1   4   0.3   right   0   
56   1.03333   4   144   0.01648   0.42   1   1   4   0.3   right   1   
57   1.06667   4   216   0.04472   0.42   -1   1   4   0.3   right   0   
58   0.916666   4   72   0.07368   0.42   1   1   4   0.3   left   0   
59   0.95   4   72   0.2   0.42   -1   1   4   0.3   left   1   
60   1.25   1   0   0.01648   0.42   1   1   4   0.3   left   0   
61   0.833333   4   144   0.2   0.42   1   1   4   0.3   left   0   
62   0.816667   1   72   0.2   0.42   1   1   4   0.3   right   1   
63   0.833333   4   72   0.01648   0.42   1   1   4   0.3   left   0   
64   0.95   4   216   0.04472   0.42   1   1   4   0.3   left   0   
65   0.833333   1   0   0.12139   0.42   -1   1   4   0.3   left   1   
66   0.983333   1   0   0.04472   0.42   -1   1   4   0.3   left   1   
67   0.683333   1   72   0.12139   0.42   1   1   4   0.3   right   1   
68   0.816667   4   144   0.01648   0.42   -1   1   4   0.3   left   1   
69   0.8   1   216   0.01   0.42   1   1   4   0.308333   right   1   
70   0.833333   1   144   0.04472   0.42   1   1   4   0.3   right   1   
71   0.65   1   288   0.2   0.42   -1   1   4   0.3   left   1   
72   0.866666   1   0   0.01648   0.42   -1   1   4   0.3   left   1   
73   0.833333   1   0   0.12139   0.42   1   1   4   0.3   right   1   
74   0.916666   1   144   0.01648   0.42   -1   1   4   0.3   right   0   
75   0.933333   4   216   0.01648   0.42   -1   1   4   0.3   right   0   
76   0.833333   1   144   0.2   0.42   1   1   4   0.3   right   1   
77   0.783333   1   72   0.01648   0.42   1   1   4   0.3   right   1   
78   0.783333   1   288   0.07368   0.42   1   1   4   0.3   right   1   
79   0.8   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
80   0.733333   4   288   0.04472   0.42   -1   1   4   0.3   right   0   
81   0.933333   1   216   0.01   0.42   -1   1   4   0.308333   right   0   
82   0.716667   4   0   0.04472   0.42   -1   1   4   0.3   left   1   
83   0.8   1   0   0.01   0.42   1   1   4   0.308333   right   1   
84   0.916666   4   216   0.12139   0.42   1   1   4   0.3   right   1   
85   0.8   4   216   0.027144   0.42   -1   1   4   0.3   right   0   
86   0.833333   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
87   0.916666   4   72   0.04472   0.42   -1   1   4   0.3   right   0   
88   0.833333   1   72   0.01   0.42   -1   1   4   0.308333   right   0   
89   0.816667   4   216   0.2   0.42   -1   1   4   0.3   left   1   
90   0.783333   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
91   0.633333   1   288   0.2   0.42   1   1   4   0.3   right   1   
92   0.783333   4   0   0.01   0.42   1   1   4   0.308333   left   0   
93   1.0   4   288   0.12139   0.42   1   1   4   0.3   left   0   
94   1.2   4   288   0.01   0.42   -1   1   4   0.308333   right   0   
95   0.933333   4   144   0.07368   0.42   1   1   4   0.3   right   1   
96   0.783333   4   72   0.01   0.42   1   1   4   0.308333   left   0   
97   0.833333   4   144   0.01   0.42   1   1   4   0.308333   right   1   
98   0.833333   4   216   0.07368   0.42   1   1   4   0.3   left   0   
99   0.766667   4   0   0.04472   0.42   1   1   4   0.3   right   1   
100   0.783333   4   72   0.12139   0.42   -1   1   4   0.3   left   1   
101   0.683333   4   288   0.027144   0.42   1   1   4   0.3   right   1   
102   0.716667   4   288   0.04472   0.42   1   1   4   0.3   left   0   
103   0.85   4   144   0.027144   0.42   -1   1   4   0.3   right   0   
104   0.7   4   0   0.2   0.42   -1   1   4   0.3   left   1   
105   0.933333   1   72   0.027144   0.42   -1   1   4   0.3   right   0   
106   0.8   1   144   0.027144   0.42   1   1   4   0.3   right   1   
107   0.85   1   216   0.04472   0.42   1   1   4   0.3   right   1   
108   0.933333   4   288   0.01   0.42   1   1   4   0.308333   right   1   
109   0.766667   1   144   0.2   0.42   -1   1   4   0.3   left   1   
110   0.783333   4   144   0.12139   0.42   1   1   4   0.3   right   1   
111   0.75   1   144   0.07368   0.42   -1   1   4   0.3   left   1   
112   0.933333   4   72   0.01648   0.42   -1   1   4   0.3   right   0   
113   1.01667   1   216   0.027144   0.42   1   1   4   0.3   left   0   
114   0.833333   1   144   0.01648   0.42   1   1   4   0.3   left   0   
115   0.933333   4   72   0.027144   0.42   1   1   4   0.3   left   0   
116   0.883333   1   288   0.027144   0.42   1   1   4   0.3   right   1   
117   0.85   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
118   0.75   4   288   0.01648   0.42   1   1   4   0.3   right   1   
119   0.85   4   72   0.027144   0.42   -1   1   4   0.3   right   0   
120   0.833333   1   288   0.12139   0.42   1   1   4   0.3   right   1   
121   0.766667   4   72   0.12139   0.42   1   1   4   0.3   left   0   
122   0.866666   4   72   0.01   0.42   -1   1   4   0.308333   right   0   
123   0.833333   1   216   0.07368   0.42   1   1   4   0.3   right   1   
124   0.766667   1   0   0.2   0.42   -1   1   4   0.3   left   1   
125   0.733333   1   144   0.12139   0.42   -1   1   4   0.3   left   1   
126   0.75   1   0   0.04472   0.42   1   1   4   0.3   right   1   
127   0.816667   1   288   0.01   0.42   1   1   4   0.308333   right   1   
128   0.7   1   0   0.2   0.42   1   1   4   0.3   right   1   
129   0.883333   1   144   0.01   0.42   1   1   4   0.308333   right   1   
130   0.8   1   216   0.2   0.42   1   1   4   0.3   right   1   
131   0.733333   1   216   0.12139   0.42   1   1   4   0.3   right   1   
132   0.95   4   144   0.07368   0.42   -1   1   4   0.3   right   0   
133   0.816667   1   144   0.12139   0.42   1   1   4   0.3   right   1   
134   0.883333   4   216   0.07368   0.42   -1   1   4   0.3   left   1   
135   0.8   1   0   0.07368   0.42   1   1   4   0.3   right   1   
136   0.933333   4   0   0.07368   0.42   1   1   4   0.3   right   1   
137   0.816667   1   72   0.027144   0.42   1   1   4   0.3   right   1   
138   1.33333   1   288   0.027144   0.42   -1   1   4   0.3   right   0   
139   0.816667   4   0   0.12139   0.42   1   1   4   0.3   left   0   
140   0.75   1   72   0.04472   0.42   1   1   4   0.3   right   1   
141   0.75   1   288   0.2   0.42   1   1   4   0.3   right   1   
142   0.716667   4   0   0.2   0.42   1   1   4   0.3   right   1   
143   0.7   1   216   0.12139   0.42   1   1   4   0.3   right   1   
144   0.683333   1   288   0.12139   0.42   1   1   4   0.3   right   1   
145   0.85   4   0   0.01648   0.42   -1   1   4   0.3   left   1   
146   0.65   4   72   0.2   0.42   -1   1   4   0.3   left   1   
147   0.966666   4   144   0.07368   0.42   1   1   4   0.3   right   1   
148   0.766667   1   72   0.027144   0.42   1   1   4   0.3   right   1   
149   0.783333   1   288   0.01   0.42   1   1   4   0.308333   right   1   
150   0.733333   4   144   0.027144   0.42   -1   1   4   0.3   left   1   
151   0.716667   1   72   0.01648   0.42   -1   1   4   0.3   left   1   
152   0.8   4   72   0.12139   0.42   -1   1   4   0.3   left   1   
153   0.716667   4   216   0.027144   0.42   -1   1   4   0.3   right   0   
154   0.7   4   288   0.2   0.42   1   1   4   0.3   right   1   
155   0.7   1   72   0.027144   0.42   -1   1   4   0.3   left   1   
156   0.75   1   288   0.04472   0.42   1   1   4   0.3   left   0   
157   0.85   4   72   0.01648   0.42   -1   1   4   0.3   left   1   
158   0.7   1   72   0.07368   0.42   1   1   4   0.3   right   1   
159   0.883333   4   144   0.04472   0.42   1   1   4   0.3   right   1   
160   0.783333   1   288   0.01   0.42   -1   1   4   0.308333   left   1   
161   0.7   1   144   0.12139   0.42   -1   1   4   0.3   left   1   
162   0.983333   4   216   0.01648   0.42   1   1   4   0.3   left   0   
163   0.65   1   72   0.12139   0.42   1   1   4   0.3   right   1   
164   0.75   1   0   0.01   0.42   1   1   4   0.308333   right   1   
165   1.0   4   0   0.027144   0.42   -1   1   4   0.3   left   1   
166   0.766667   4   0   0.01   0.42   1   1   4   0.308333   left   0   
167   0.816667   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
168   0.85   1   216   0.01   0.42   -1   1   4   0.308333   right   0   
169   0.816667   1   144   0.07368   0.42   1   1   4   0.3   right   1   
170   0.916666   4   72   0.04472   0.42   1   1   4   0.3   right   1   
171   0.816667   4   216   0.027144   0.42   1   1   4   0.3   left   0   
172   0.65   4   288   0.027144   0.42   1   1   4   0.3   left   0   
173   0.95   1   72   0.01   0.42   -1   1   4   0.308333   left   1   
174   0.733333   1   144   0.01   0.42   -1   1   4   0.308333   left   1   
175   0.766667   1   216   0.01648   0.42   1   1   4   0.3   left   0   
176   1.01667   4   288   0.01648   0.42   1   1   4   0.3   right   1   
177   0.983333   1   0   0.04472   0.42   -1   1   4   0.3   left   1   
178   0.9   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
179   1.1   4   144   0.027144   0.42   1   1   4   0.3   left   0   
180   0.883333   4   216   0.2   0.42   1   1   4   0.3   right   1   
181   0.75   1   0   0.2   0.42   -1   1   4   0.3   left   1   
182   0.983333   4   216   0.01648   0.42   -1   1   4   0.3   right   0   
183   0.8   1   0   0.07368   0.42   1   1   4   0.3   right   1   
184   0.75   4   72   0.2   0.42   1   1   4   0.3   right   1   
185   1.05   4   288   0.01   0.42   -1   1   4   0.308333   right   0   
186   0.7   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
187   0.733333   1   72   0.04472   0.42   1   1   4   0.3   right   1   
188   0.8   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
189   0.9   4   216   0.07368   0.42   1   1   4   0.3   right   1   
190   0.766667   1   216   0.07368   0.42   1   1   4   0.3   right   1   
191   0.75   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
192   0.666667   1   72   0.2   0.42   1   1   4   0.3   right   1   
193   0.666667   1   216   0.2   0.42   1   1   4   0.3   right   1   
194   0.733333   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
195   0.85   4   72   0.01   0.42   1   1   4   0.308333   left   0   
196   1.03333   4   144   0.04472   0.42   -1   1   4   0.3   left   1   
197   0.683333   1   288   0.07368   0.42   1   1   4   0.3   right   1   
198   0.8   4   288   0.027144   0.42   -1   1   4   0.3   left   1   
199   0.666667   1   216   0.2   0.42   -1   1   4   0.3   left   1   
200   0.666667   4   144   0.01648   0.42   1   1   4   0.3   right   1   
201   0.866666   4   144   0.2   0.42   1   1   4   0.3   right   1   
202   0.733333   4   72   0.027144   0.42   1   1   4   0.3   left   0   
203   0.866666   4   288   0.01   0.42   1   1   4   0.308333   left   0   
204   0.816667   1   216   0.027144   0.42   1   1   4   0.3   left   0   
205   0.666667   1   216   0.04472   0.42   1   1   4   0.3   right   1   
206   0.8   4   72   0.07368   0.42   -1   1   4   0.3   left   1   
207   0.683333   4   0   0.04472   0.42   -1   1   4   0.3   right   0   
208   0.75   4   216   0.01   0.42   1   1   4   0.308333   right   1   
209   0.683333   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
210   0.766667   1   144   0.027144   0.42   -1   1   4   0.3   left   1   
211   0.65   1   288   0.027144   0.42   1   1   4   0.3   right   1   
212   0.7   1   0   0.027144   0.42   -1   1   4   0.3   right   0   
213   0.6   1   0   0.12139   0.42   -1   1   4   0.3   left   1   
214   0.75   4   144   0.01648   0.42   -1   1   4   0.3   right   0   
215   0.75   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
216   1.05   4   0   0.027144   0.42   1   1   4   0.3   left   0   
217   0.833333   1   144   0.07368   0.42   -1   1   4   0.3   left   1   
218   0.7   1   144   0.2   0.42   -1   1   4   0.3   left   1   
219   0.85   4   0   0.07368   0.42   1   1   4   0.3   left   0   
220   0.683333   1   0   0.12139   0.42   1   1   4   0.3   right   1   
221   0.75   1   0   0.07368   0.42   -1   1   4   0.3   left   1   
222   0.8   4   72   0.12139   0.42   1   1   4   0.3   right   1   
223   0.816667   1   144   0.2   0.42   1   1   4   0.3   right   1   
224   0.8   4   72   0.027144   0.42   -1   1   4   0.3   left   1   
225   1.01667   1   0   0.01   0.42   -1   1   4   0.308333   left   1   
226   0.766667   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
227   0.766667   4   216   0.04472   0.42   1   1   4   0.3   right   1   
