Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   0.666667   4   288   0.2   0.42   1   1   4   0.3   right   1   
2   0.7   1   72   0.12139   0.42   1   1   4   0.3   right   1   
3   0.733333   1   144   0.01648   0.42   -1   1   4   0.3   left   1   
4   0.65   1   288   0.027144   0.42   1   1   4   0.3   right   1   
5   0.733333   4   0   0.2   0.42   -1   1   4   0.3   left   1   
6   0.916666   1   216   0.01   0.42   -1   1   4   0.308333   left   1   
7   0.75   4   0   0.027144   0.42   -1   1   4   0.3   left   1   
8   1.0   4   144   0.01648   0.42   1   1   4   0.3   left   0   
9   0.683333   1   0   0.04472   0.42   1   1   4   0.3   right   1   
10   0.683333   1   72   0.2   0.42   -1   1   4   0.3   left   1   
11   0.783333   1   0   0.07368   0.42   -1   1   4   0.3   left   1   
12   0.583333   1   0   0.2   0.42   1   1   4   0.3   right   1   
13   0.866666   4   216   0.01648   0.42   1   1   4   0.3   left   0   
14   0.783333   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
15   0.766667   1   0   0.12139   0.42   -1   1   4   0.3   left   1   
16   0.883333   4   216   0.04472   0.42   -1   1   4   0.3   left   1   
17   0.566667   4   216   0.2   0.42   1   1   4   0.3   right   1   
18   0.866666   1   0   0.01   0.42   -1   1   4   0.308333   left   1   
19   0.783333   1   144   0.07368   0.42   -1   1   4   0.3   left   1   
20   0.8   1   72   0.01648   0.42   1   1   4   0.3   left   0   
21   1.0   1   0   0.01648   0.42   -1   1   4   0.3   left   1   
22   0.8   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
23   0.883333   4   72   0.01   0.42   -1   1   4   0.308333   left   1   
24   0.95   4   72   0.027144   0.42   -1   1   4   0.3   right   0   
25   0.616667   4   72   0.12139   0.42   1   1   4   0.3   right   1   
26   0.816667   4   144   0.07368   0.42   -1   1   4   0.3   left   1   
27   1.15   1   216   0.01   0.42   1   1   4   0.308333   right   1   
28   0.733333   1   288   0.04472   0.42   1   1   4   0.3   right   1   
29   0.816667   1   72   0.04472   0.42   -1   1   4   0.3   left   1   
30   0.916666   1   0   0.04472   0.42   -1   1   4   0.3   left   1   
31   0.916666   4   288   0.027144   0.42   1   1   4   0.3   right   1   
32   0.783333   1   144   0.01   0.42   1   1   4   0.308333   right   1   
33   0.9   4   216   0.027144   0.42   -1   1   4   0.3   left   1   
34   0.566667   1   288   0.2   0.42   1   1   4   0.3   right   1   
35   0.733333   1   0   0.027144   0.42   1   1   4   0.3   right   1   
36   0.916666   4   0   0.01   0.42   1   1   4   0.308333   left   0   
37   1.56667   4   0   0.01648   0.42   1   1   4   0.3   left   0   
38   0.983333   1   72   0.04472   0.42   1   1   4   0.3   right   1   
39   0.966666   4   288   0.12139   0.42   1   1   4   0.3   right   1   
40   0.933333   1   288   0.01648   0.42   1   1   4   0.3   right   1   
41   0.883333   4   288   0.01648   0.42   -1   1   4   0.3   right   0   
42   0.75   1   216   0.12139   0.42   1   1   4   0.3   right   1   
43   0.816667   1   216   0.07368   0.42   1   1   4   0.3   right   1   
44   1.06667   1   216   0.027144   0.42   -1   1   4   0.3   left   1   
45   0.683333   4   144   0.2   0.42   1   1   4   0.3   right   1   
46   0.816667   4   72   0.2   0.42   1   1   4   0.3   right   1   
47   1.01667   1   288   0.01   0.42   -1   1   4   0.308333   left   1   
48   1.0   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
49   0.95   4   216   0.027144   0.42   1   1   4   0.3   right   1   
50   1.03333   4   0   0.027144   0.42   1   1   4   0.3   right   1   
51   0.816667   4   72   0.12139   0.42   -1   1   4   0.3   left   1   
52   0.966666   4   288   0.01648   0.42   1   1   4   0.3   left   0   
53   0.966666   4   144   0.04472   0.42   -1   1   4   0.3   left   1   
54   0.966666   1   144   0.01   0.42   -1   1   4   0.308333   left   1   
55   0.783333   4   288   0.04472   0.42   1   1   4   0.3   right   1   
56   0.866666   1   288   0.01   0.42   1   1   4   0.308333   right   1   
57   0.833333   4   216   0.12139   0.42   -1   1   4   0.3   left   1   
58   1.03333   4   288   0.01   0.42   1   1   4   0.308333   right   1   
59   0.866666   4   0   0.04472   0.42   1   1   4   0.3   right   1   
60   0.733333   4   216   0.07368   0.42   1   1   4   0.3   right   1   
61   0.75   4   72   0.2   0.42   -1   1   4   0.3   left   1   
62   0.8   1   144   0.04472   0.42   1   1   4   0.3   right   1   
63   0.816667   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
64   0.766667   4   144   0.07368   0.42   1   1   4   0.3   right   1   
65   0.733333   1   144   0.2   0.42   -1   1   4   0.3   left   1   
66   1.06667   4   144   0.01648   0.42   -1   1   4   0.3   left   1   
67   0.666667   4   216   0.12139   0.42   1   1   4   0.3   right   1   
68   0.75   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
69   0.833333   1   288   0.12139   0.42   -1   1   4   0.3   left   1   
70   0.683333   4   144   0.2   0.42   -1   1   4   0.3   left   1   
71   0.666667   1   144   0.12139   0.42   1   1   4   0.3   right   1   
72   0.683333   4   216   0.04472   0.42   1   1   4   0.3   right   1   
73   0.85   1   216   0.01648   0.42   -1   1   4   0.3   left   1   
74   0.666667   1   216   0.04472   0.42   1   1   4   0.3   right   1   
75   0.816667   1   0   0.01   0.42   1   1   4   0.308333   right   1   
76   0.833333   4   144   0.04472   0.42   1   1   4   0.3   right   1   
77   1.38333   1   72   0.01648   0.42   -1   1   4   0.3   right   0   
78   0.85   1   288   0.01648   0.42   -1   1   4   0.3   left   1   
79   0.766667   1   0   0.2   0.42   -1   1   4   0.3   left   1   
80   0.65   1   0   0.12139   0.42   1   1   4   0.3   right   1   
81   1.06667   4   288   0.01   0.42   -1   1   4   0.308333   right   0   
82   0.75   4   288   0.04472   0.42   -1   1   4   0.3   left   1   
83   0.766667   4   216   0.01   0.42   1   1   4   0.308333   right   1   
84   0.966666   4   72   0.027144   0.42   1   1   4   0.3   right   1   
85   0.95   1   72   0.027144   0.42   1   1   4   0.3   right   1   
86   1.06667   4   72   0.04472   0.42   1   1   4   0.3   right   1   
87   0.883333   4   144   0.01   0.42   -1   1   4   0.308333   left   1   
88   0.75   4   288   0.2   0.42   -1   1   4   0.3   left   1   
89   0.766667   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
90   0.85   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
91   0.8   4   0   0.01   0.42   -1   1   4   0.308333   left   1   
92   0.766667   1   288   0.07368   0.42   1   1   4   0.3   right   1   
93   0.816667   1   0   0.027144   0.42   -1   1   4   0.3   left   1   
94   0.916666   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
95   0.8   1   216   0.027144   0.42   1   1   4   0.3   right   1   
96   0.733333   1   288   0.2   0.42   -1   1   4   0.3   left   1   
97   0.616667   4   144   0.12139   0.42   1   1   4   0.3   right   1   
98   0.866666   4   144   0.027144   0.42   -1   1   4   0.3   right   0   
99   0.633333   4   0   0.12139   0.42   1   1   4   0.3   right   1   
100   0.833333   4   144   0.01   0.42   1   1   4   0.308333   right   1   
101   0.75   4   216   0.01648   0.42   -1   1   4   0.3   right   0   
102   0.666667   1   288   0.12139   0.42   1   1   4   0.3   right   1   
103   0.85   1   144   0.027144   0.42   -1   1   4   0.3   left   1   
104   0.85   4   72   0.07368   0.42   -1   1   4   0.3   left   1   
105   0.75   1   72   0.12139   0.42   -1   1   4   0.3   left   1   
106   0.766667   4   72   0.01   0.42   1   1   4   0.308333   right   1   
107   0.75   1   0   0.01648   0.42   1   1   4   0.3   right   1   
108   0.616667   1   72   0.2   0.42   1   1   4   0.3   right   1   
109   0.566667   1   216   0.2   0.42   1   1   4   0.3   right   1   
110   0.7   4   0   0.07368   0.42   1   1   4   0.3   right   1   
111   0.8   4   144   0.027144   0.42   1   1   4   0.3   left   0   
112   0.633333   1   0   0.07368   0.42   1   1   4   0.3   right   1   
113   0.633333   1   216   0.2   0.42   -1   1   4   0.3   left   1   
114   0.766667   1   144   0.027144   0.42   1   1   4   0.3   right   1   
115   0.816667   1   288   0.027144   0.42   -1   1   4   0.3   left   1   
116   0.666667   4   72   0.07368   0.42   1   1   4   0.3   right   1   
117   0.733333   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
118   0.833333   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
119   0.633333   1   72   0.07368   0.42   1   1   4   0.3   right   1   
120   0.683333   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
121   0.716667   1   144   0.01648   0.42   1   1   4   0.3   right   1   
122   0.766667   4   216   0.07368   0.42   -1   1   4   0.3   left   1   
123   1.15   4   72   0.01648   0.42   -1   1   4   0.3   left   1   
124   1.13333   1   72   0.01   0.42   -1   1   4   0.308333   right   0   
125   0.783333   4   0   0.04472   0.42   -1   1   4   0.3   left   1   
126   0.766667   4   288   0.07368   0.42   1   1   4   0.3   right   1   
127   0.55   1   144   0.2   0.42   1   1   4   0.3   right   1   
128   0.766667   1   72   0.027144   0.42   -1   1   4   0.3   left   1   
129   1.68333   4   72   0.01648   0.42   1   1   4   0.3   right   1   
130   0.7   1   144   0.07368   0.42   1   1   4   0.3   right   1   
131   0.666667   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
