Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   0.866666   1   144   0.2   0.42   1   1   4   0.3   right   1   
2   0.95   1   0   0.027144   0.42   1   1   4   0.3   right   1   
3   0.8   1   72   0.04472   0.42   -1   1   4   0.3   left   1   
4   0.883333   4   72   0.07368   0.42   -1   1   4   0.3   left   1   
5   1.3   4   72   0.01   0.42   1   1   4   0.308333   right   1   
6   0.966666   4   72   0.04472   0.42   1   1   4   0.3   right   1   
7   0.883333   4   0   0.07368   0.42   1   1   4   0.3   right   1   
8   0.866666   4   288   0.04472   0.42   1   1   4   0.3   right   1   
9   1.8   4   0   0.01648   0.42   1   1   4   0.3   left   0   
10   0.983333   4   288   0.01648   0.42   -1   1   4   0.3   right   0   
11   1.01667   4   0   0.04472   0.42   -1   1   4   0.3   right   0   
12   1.15   4   0   0.01648   0.42   -1   1   4   0.3   right   0   
13   1.08333   4   216   0.12139   0.42   -1   1   4   0.3   left   1   
14   0.966666   4   216   0.04472   0.42   1   1   4   0.3   right   1   
15   0.866666   4   144   0.04472   0.42   -1   1   4   0.3   left   1   
16   0.85   4   0   0.01   0.42   1   1   4   0.308333   right   1   
17   0.9   1   0   0.01648   0.42   -1   1   4   0.3   right   0   
18   0.916666   1   216   0.07368   0.42   1   1   4   0.3   right   1   
19   0.85   1   0   0.07368   0.42   -1   1   4   0.3   left   1   
20   0.85   4   216   0.027144   0.42   -1   1   4   0.3   right   0   
21   1.3   4   144   0.027144   0.42   1   1   4   0.3   right   1   
22   1.05   4   288   0.04472   0.42   -1   1   4   0.3   right   0   
23   1.13333   4   216   0.12139   0.42   1   1   4   0.3   right   1   
24   0.866666   1   216   0.027144   0.42   1   1   4   0.3   right   1   
25   0.85   1   0   0.01   0.42   -1   1   4   0.308333   right   0   
26   1.46667   1   144   0.2   0.42   -1   1   4   0.3   left   1   
27   1.08333   4   288   0.027144   0.42   -1   1   4   0.3   right   0   
28   1.05   4   216   0.01648   0.42   -1   1   4   0.3   right   0   
29   1.05   1   0   0.2   0.42   1   1   4   0.3   right   1   
30   0.816667   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
31   0.85   4   216   0.01   0.42   -1   1   4   0.308333   left   1   
32   1.06667   4   144   0.07368   0.42   1   1   4   0.3   right   1   
33   0.95   4   216   0.04472   0.42   -1   1   4   0.3   left   1   
34   1.05   4   0   0.2   0.42   -1   1   4   0.3   left   1   
35   0.916666   4   72   0.2   0.42   1   1   4   0.3   right   1   
36   1.53333   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
37   0.95   4   288   0.027144   0.42   1   1   4   0.3   right   1   
38   1.23333   4   0   0.12139   0.42   1   1   4   0.3   right   1   
39   0.966666   1   0   0.12139   0.42   -1   1   4   0.3   left   1   
40   0.85   4   72   0.027144   0.42   1   1   4   0.3   right   1   
41   1.4   4   72   0.01   0.42   -1   1   4   0.308333   left   1   
42   0.85   4   144   0.027144   0.42   -1   1   4   0.3   right   0   
43   0.933333   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
44   0.883333   4   216   0.01   0.42   1   1   4   0.308333   right   1   
45   1.01667   1   288   0.2   0.42   1   1   4   0.3   right   1   
46   0.9   4   72   0.12139   0.42   1   1   4   0.3   right   1   
47   0.983333   4   216   0.2   0.42   -1   1   4   0.3   left   1   
48   0.883333   1   144   0.07368   0.42   -1   1   4   0.3   left   1   
49   0.95   4   288   0.01   0.42   1   1   4   0.308333   right   1   
50   1.63333   1   216   0.027144   0.42   -1   1   4   0.3   right   0   
51   1.0   4   144   0.2   0.42   1   1   4   0.3   right   1   
52   0.9   4   144   0.04472   0.42   1   1   4   0.3   right   1   
53   0.883333   4   0   0.01   0.42   -1   1   4   0.308333   right   0   
54   0.933333   4   144   0.07368   0.42   -1   1   4   0.3   left   1   
55   1.18333   1   0   0.2   0.42   -1   1   4   0.3   left   1   
56   1.0   1   72   0.2   0.42   -1   1   4   0.3   left   1   
57   1.15   4   72   0.01648   0.42   1   1   4   0.3   left   0   
58   1.06667   1   144   0.01   0.42   -1   1   4   0.308333   right   0   
59   1.0   1   288   0.12139   0.42   -1   1   4   0.3   left   1   
60   0.833333   1   144   0.027144   0.42   -1   1   4   0.3   left   1   
61   0.983333   4   0   0.04472   0.42   1   1   4   0.3   right   1   
62   1.1   4   288   0.2   0.42   -1   1   4   0.3   left   1   
63   1.18333   1   216   0.2   0.42   -1   1   4   0.3   left   1   
64   0.933333   1   0   0.04472   0.42   -1   1   4   0.3   left   1   
65   1.01667   1   216   0.01   0.42   1   1   4   0.308333   left   0   
66   0.933333   1   144   0.07368   0.42   1   1   4   0.3   right   1   
67   1.21667   4   72   0.027144   0.42   -1   1   4   0.3   right   0   
68   0.883333   4   288   0.01648   0.42   1   1   4   0.3   right   1   
69   0.933333   4   216   0.027144   0.42   1   1   4   0.3   right   1   
70   0.883333   1   216   0.01648   0.42   1   1   4   0.3   right   1   
71   0.833333   1   144   0.027144   0.42   1   1   4   0.3   right   1   
72   0.816667   1   288   0.027144   0.42   1   1   4   0.3   right   1   
73   0.85   4   144   0.01   0.42   1   1   4   0.308333   right   1   
74   0.85   1   288   0.07368   0.42   -1   1   4   0.3   left   1   
75   1.13333   4   216   0.2   0.42   1   1   4   0.3   right   1   
76   1.06667   1   144   0.01648   0.42   -1   1   4   0.3   left   1   
77   0.85   4   0   0.027144   0.42   -1   1   4   0.3   right   0   
78   0.866666   1   288   0.01   0.42   1   1   4   0.308333   right   1   
79   1.0   4   144   0.01   0.42   -1   1   4   0.308333   right   0   
80   0.933333   1   288   0.027144   0.42   -1   1   4   0.3   left   1   
81   0.866666   1   72   0.027144   0.42   1   1   4   0.3   right   1   
82   0.983333   1   0   0.12139   0.42   1   1   4   0.3   right   1   
83   1.36667   1   288   0.01648   0.42   1   1   4   0.3   left   0   
84   1.2   4   72   0.2   0.42   -1   1   4   0.3   left   1   
85   1.08333   4   288   0.01   0.42   -1   1   4   0.308333   right   0   
86   0.95   1   288   0.04472   0.42   1   1   4   0.3   right   1   
87   1.05   4   288   0.12139   0.42   1   1   4   0.3   right   1   
88   0.916666   1   288   0.2   0.42   -1   1   4   0.3   left   1   
89   0.933333   4   288   0.07368   0.42   1   1   4   0.3   right   1   
90   0.933333   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
91   0.833333   1   0   0.01648   0.42   1   1   4   0.3   right   1   
92   1.88333   4   144   0.01648   0.42   -1   1   4   0.3   left   1   
93   0.983333   1   144   0.12139   0.42   1   1   4   0.3   right   1   
94   0.95   1   72   0.12139   0.42   -1   1   4   0.3   left   1   
95   0.966666   1   72   0.027144   0.42   -1   1   4   0.3   right   0   
96   1.41667   1   144   0.01648   0.42   1   1   4   0.3   right   1   
97   1.28333   4   216   0.01648   0.42   1   1   4   0.3   right   1   
98   1.51667   4   0   0.2   0.42   1   1   4   0.3   right   1   
99   1.65   1   0   0.01   0.42   1   1   4   0.308333   right   1   
100   0.95   1   72   0.01   0.42   -1   1   4   0.308333   right   0   
101   0.933333   1   216   0.04472   0.42   1   1   4   0.3   right   1   
102   1.05   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
103   1.41667   4   144   0.01648   0.42   1   1   4   0.3   right   1   
104   0.966666   1   72   0.01648   0.42   -1   1   4   0.3   right   0   
105   1.11667   1   0   0.027144   0.42   -1   1   4   0.3   left   1   
106   0.866666   1   0   0.04472   0.42   1   1   4   0.3   right   1   
107   2.45   4   72   0.01648   0.42   -1   1   4   0.3   right   0   
108   0.866666   1   144   0.04472   0.42   1   1   4   0.3   right   1   
109   0.85   1   72   0.01648   0.42   1   1   4   0.3   right   1   
110   0.966666   1   288   0.12139   0.42   1   1   4   0.3   right   1   
111   0.816667   1   72   0.12139   0.42   1   1   4   0.3   right   1   
112   1.0   1   288   0.01   0.42   -1   1   4   0.308333   right   0   
113   1.18333   1   72   0.01   0.42   1   1   4   0.308333   right   1   
114   1.85   4   0   0.027144   0.42   1   1   4   0.3   right   1   
115   1.78333   1   216   0.01   0.42   -1   1   4   0.308333   right   0   
116   0.716667   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
117   0.816667   1   216   0.12139   0.42   1   1   4   0.3   right   1   
118   0.95   4   144   0.2   0.42   -1   1   4   0.3   left   1   
119   0.85   1   0   0.07368   0.42   1   1   4   0.3   right   1   
120   0.85   1   72   0.07368   0.42   1   1   4   0.3   right   1   
121   0.816667   1   72   0.04472   0.42   1   1   4   0.3   right   1   
122   0.916666   4   144   0.12139   0.42   1   1   4   0.3   right   1   
123   1.1   1   288   0.01648   0.42   -1   1   4   0.3   right   0   
124   0.966666   4   216   0.07368   0.42   1   1   4   0.3   right   1   
125   0.933333   4   72   0.07368   0.42   1   1   4   0.3   right   1   
126   0.883333   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
127   0.883333   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
128   0.833333   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
129   0.866666   1   72   0.2   0.42   1   1   4   0.3   right   1   
130   1.0   1   144   0.01   0.42   1   1   4   0.308333   right   1   
131   0.9   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
132   0.833333   4   72   0.12139   0.42   -1   1   4   0.3   left   1   
133   0.816667   1   216   0.01648   0.42   -1   1   4   0.3   left   1   
134   0.883333   1   288   0.07368   0.42   1   1   4   0.3   right   1   
135   0.95   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
136   0.933333   4   216   0.07368   0.42   -1   1   4   0.3   left   1   
137   0.85   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
138   0.933333   1   216   0.2   0.42   1   1   4   0.3   right   1   
139   1.01667   4   288   0.2   0.42   1   1   4   0.3   right   1   
140   0.9   1   144   0.12139   0.42   -1   1   4   0.3   left   1   
141   0.766667   1   0   0.2   0.42   -1   1   4   0.3   left   1   
142   0.833333   4   288   0.2   0.42   -1   1   4   0.3   left   1   
143   0.866666   4   0   0.01   0.42   -1   1   4   0.308333   right   0   
144   0.983333   4   288   0.2   0.42   1   1   4   0.3   right   1   
145   0.85   1   144   0.027144   0.42   -1   1   4   0.3   left   1   
146   0.883333   4   288   0.01648   0.42   -1   1   4   0.3   right   0   
147   1.0   1   144   0.01   0.42   -1   1   4   0.308333   right   0   
148   0.866666   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
149   0.883333   4   216   0.2   0.42   1   1   4   0.3   right   1   
150   0.8   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
151   0.783333   4   144   0.12139   0.42   1   1   4   0.3   right   1   
152   0.833333   4   288   0.12139   0.42   -1   1   4   0.3   left   1   
153   0.8   1   144   0.04472   0.42   1   1   4   0.3   right   1   
154   0.866666   4   72   0.01648   0.42   -1   1   4   0.3   left   1   
155   0.733333   1   216   0.2   0.42   1   1   4   0.3   right   1   
156   0.816667   1   216   0.07368   0.42   1   1   4   0.3   right   1   
157   1.18333   4   144   0.01648   0.42   1   1   4   0.3   right   1   
