Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   0.816667   1   144   0.01648   0.42   1   1   4   0.3   left   0   
2   0.883333   4   0   0.07368   0.42   -1   1   4   0.3   left   1   
3   0.7   1   144   0.07368   0.42   -1   1   4   0.3   left   1   
4   0.683333   1   0   0.07368   0.42   1   1   4   0.3   right   1   
5   0.783333   1   216   0.027144   0.42   -1   1   4   0.3   left   1   
6   0.916666   1   288   0.027144   0.42   -1   1   4   0.3   left   1   
7   1.01667   4   144   0.027144   0.42   1   1   4   0.3   left   0   
8   1.45   4   144   0.01   0.42   1   1   4   0.308333   left   0   
9   0.95   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
10   0.833333   4   72   0.07368   0.42   1   1   4   0.3   right   1   
11   1.26667   1   72   0.01   0.42   -1   1   4   0.308333   left   1   
12   1.18333   4   72   0.01   0.42   1   1   4   0.308333   left   0   
13   1.03333   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
14   1.55   1   144   0.01   0.42   -1   1   4   0.308333   left   1   
15   1.18333   4   216   0.2   0.42   -1   1   4   0.3   left   1   
16   0.95   1   0   0.027144   0.42   1   1   4   0.3   left   0   
17   0.733333   4   72   0.01   0.42   -1   1   4   0.308333   right   0   
18   0.933333   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
19   0.833333   1   72   0.01   0.42   1   1   4   0.308333   right   1   
20   0.833333   4   144   0.027144   0.42   -1   1   4   0.3   left   1   
21   0.916666   4   288   0.01648   0.42   -1   1   4   0.3   left   1   
22   0.9   4   0   0.027144   0.42   1   1   4   0.3   left   0   
23   0.933333   1   216   0.01648   0.42   -1   1   4   0.3   right   0   
24   0.85   1   288   0.01   0.42   1   1   4   0.308333   left   0   
25   0.883333   1   288   0.027144   0.42   1   1   4   0.3   right   1   
26   0.733333   1   0   0.027144   0.42   -1   1   4   0.3   left   1   
27   1.01667   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
28   0.8   4   72   0.07368   0.42   -1   1   4   0.3   right   0   
29   0.9   4   288   0.07368   0.42   -1   1   4   0.3   left   1   
30   0.883333   4   0   0.01648   0.42   -1   1   4   0.3   left   1   
31   0.933333   1   0   0.01648   0.42   -1   1   4   0.3   left   1   
32   0.766667   4   0   0.07368   0.42   1   1   4   0.3   right   1   
33   0.983333   1   0   0.01   0.42   1   1   4   0.308333   left   0   
34   1.0   4   288   0.01   0.42   -1   1   4   0.308333   right   0   
35   0.933333   4   216   0.12139   0.42   -1   1   4   0.3   left   1   
36   1.18333   4   216   0.01   0.42   1   1   4   0.308333   left   0   
37   0.85   4   144   0.12139   0.42   1   1   4   0.3   right   1   
38   0.766667   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
39   0.75   4   216   0.07368   0.42   1   1   4   0.3   right   1   
40   0.733333   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
41   0.7   1   216   0.01648   0.42   1   1   4   0.3   right   1   
42   0.733333   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
43   0.766667   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
44   0.75   4   216   0.01   0.42   -1   1   4   0.308333   right   0   
45   0.833333   4   144   0.01648   0.42   1   1   4   0.3   left   0   
