Experiment   Time   Size   InitialPhase   Duration   Contrast   Direction   Frequency   Speed   FixationTime   Answer   Correct   
1   1.0   1   144   0.027144   0.42   1   1   4   0.3   right   1   
2   0.85   1   216   0.04472   0.42   1   1   4   0.3   right   1   
3   0.8   1   72   0.2   0.42   1   1   4   0.3   right   1   
4   0.783333   1   72   0.12139   0.42   -1   1   4   0.3   left   1   
5   1.06667   1   216   0.01648   0.42   1   1   4   0.3   right   1   
6   0.783333   4   144   0.2   0.42   1   1   4   0.3   right   1   
7   0.766667   1   288   0.07368   0.42   1   1   4   0.3   right   1   
8   0.766667   4   144   0.04472   0.42   1   1   4   0.3   right   1   
9   0.866666   1   216   0.04472   0.42   -1   1   4   0.3   left   1   
10   0.75   4   72   0.12139   0.42   -1   1   4   0.3   left   1   
11   0.75   4   0   0.01   0.42   -1   1   4   0.308333   right   0   
12   0.733333   4   0   0.12139   0.42   -1   1   4   0.3   left   1   
13   0.816667   4   144   0.01648   0.42   1   1   4   0.3   right   1   
14   0.75   1   216   0.12139   0.42   1   1   4   0.3   right   1   
15   0.85   4   216   0.027144   0.42   1   1   4   0.3   right   1   
16   0.833333   4   144   0.027144   0.42   1   1   4   0.3   right   1   
17   0.733333   4   216   0.12139   0.42   -1   1   4   0.3   left   1   
18   0.75   1   288   0.2   0.42   1   1   4   0.3   right   1   
19   0.75   4   144   0.07368   0.42   -1   1   4   0.3   left   1   
20   1.23333   4   72   0.01   0.42   1   1   4   0.308333   right   1   
21   0.683333   1   216   0.12139   0.42   -1   1   4   0.3   left   1   
22   0.833333   1   0   0.027144   0.42   1   1   4   0.3   right   1   
23   1.06667   1   72   0.01648   0.42   -1   1   4   0.3   left   1   
24   0.8   4   216   0.07368   0.42   -1   1   4   0.3   left   1   
25   0.75   1   144   0.04472   0.42   -1   1   4   0.3   left   1   
26   0.8   1   288   0.04472   0.42   1   1   4   0.3   right   1   
27   0.716667   1   72   0.07368   0.42   -1   1   4   0.3   left   1   
28   0.733333   1   144   0.01648   0.42   1   1   4   0.3   right   1   
29   0.8   4   288   0.027144   0.42   -1   1   4   0.3   left   1   
30   0.733333   1   216   0.07368   0.42   1   1   4   0.3   right   1   
31   0.783333   1   0   0.01   0.42   1   1   4   0.308333   left   0   
32   0.783333   4   0   0.027144   0.42   1   1   4   0.3   right   1   
33   0.766667   1   144   0.07368   0.42   1   1   4   0.3   right   1   
34   0.716667   1   144   0.12139   0.42   -1   1   4   0.3   left   1   
35   0.766667   1   0   0.12139   0.42   -1   1   4   0.3   left   1   
36   1.46667   4   72   0.04472   0.42   -1   1   4   0.3   left   1   
37   0.85   1   288   0.01   0.42   1   1   4   0.308333   right   1   
38   0.766667   1   288   0.027144   0.42   1   1   4   0.3   right   1   
39   0.783333   4   72   0.01   0.42   -1   1   4   0.308333   left   1   
40   0.733333   4   216   0.07368   0.42   1   1   4   0.3   right   1   
41   0.733333   4   288   0.01   0.42   -1   1   4   0.308333   left   1   
42   0.75   4   288   0.01648   0.42   -1   1   4   0.3   right   0   
43   0.766667   4   216   0.2   0.42   1   1   4   0.3   right   1   
44   1.16667   4   144   0.027144   0.42   -1   1   4   0.3   left   1   
45   0.75   1   72   0.04472   0.42   -1   1   4   0.3   left   1   
46   0.733333   1   144   0.12139   0.42   1   1   4   0.3   right   1   
47   0.733333   1   216   0.07368   0.42   -1   1   4   0.3   left   1   
48   0.95   4   216   0.04472   0.42   -1   1   4   0.3   right   0   
49   0.716667   4   216   0.01648   0.42   1   1   4   0.3   left   0   
50   0.733333   1   72   0.027144   0.42   -1   1   4   0.3   left   1   
51   0.75   1   72   0.2   0.42   -1   1   4   0.3   left   1   
52   0.683333   1   0   0.2   0.42   1   1   4   0.3   right   1   
53   0.7   4   144   0.12139   0.42   -1   1   4   0.3   left   1   
54   1.85   1   288   0.01648   0.42   -1   1   4   0.3   right   0   
55   0.7   4   0   0.12139   0.42   1   1   4   0.3   right   1   
56   0.833333   1   144   0.04472   0.42   1   1   4   0.3   right   1   
57   0.75   4   288   0.04472   0.42   -1   1   4   0.3   left   1   
58   0.633333   4   72   0.2   0.42   -1   1   4   0.3   left   1   
59   1.36667   4   72   0.01648   0.42   1   1   4   0.3   left   0   
60   0.616667   1   144   0.2   0.42   1   1   4   0.3   right   1   
61   0.716667   1   0   0.07368   0.42   1   1   4   0.3   right   1   
62   0.75   1   288   0.04472   0.42   -1   1   4   0.3   left   1   
63   0.633333   1   216   0.2   0.42   -1   1   4   0.3   left   1   
64   0.8   1   0   0.04472   0.42   1   1   4   0.3   right   1   
65   1.3   1   0   0.01648   0.42   1   1   4   0.3   right   1   
66   0.866666   4   144   0.01648   0.42   -1   1   4   0.3   left   1   
67   0.7   4   0   0.027144   0.42   -1   1   4   0.3   left   1   
68   0.766667   4   0   0.2   0.42   1   1   4   0.3   right   1   
69   0.733333   4   72   0.07368   0.42   1   1   4   0.3   right   1   
70   0.683333   4   144   0.2   0.42   -1   1   4   0.3   left   1   
